date,user,coordinates,text,place,bounding_box
Sun Jul 25 16:06:07 +0000 2021,itskyale,no coordinates,@tlhicks713 🤓,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:07:19 +0000 2021,Anduale72002822,no coordinates,https://t.co/kC0kxUF6Iw,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:09:54 +0000 2021,alemu_markos,no coordinates,@AdeyWith @TghatMedia @AgegnehuT See the full video he directly said the people of Tigray is innocent and blamele… https://t.co/Pi6RfitA9h,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:13:15 +0000 2021,SeifedinSergaga,[38.87745 9.029565],#sundayfunday @awrarotisserie#chickenkebab #pasta @ አውራ/awra https://t.co/2IOjiNmrgB,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:13:20 +0000 2021,EtsubMengistu,no coordinates,#USABMNT is a disappointment,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:16:41 +0000 2021,CheMan86611300,no coordinates,@reda_getachew @reda_getachew or @abiyahmedali am coming I don't like song I believe in Allah. Period that all I sa… https://t.co/P7XZwvVDfM,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:18:59 +0000 2021,CheMan86611300,no coordinates,@anteneh_asnake @SheabiaForever @AgegnehuT Be photo adelm,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:19:48 +0000 2021,I_fisseha,no coordinates,Using child soldiers is a #WarCrime. The #TPLFTerroristGroup is using children as young as 12 in the latest armed c… https://t.co/YYJx4dLhWX,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:20:15 +0000 2021,DemisAbate4,no coordinates,@ruthii_a ቆርቆሮው ሲጮህ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:20:26 +0000 2021,itsMekdi,no coordinates,@KidusFekadu You work there? 😭😭,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:21:04 +0000 2021,BiniyamHabtamu5,no coordinates,#WE HAVE BEEN FIGHTING AL-SHABAAB BUT YOU HAVE BEEN BUSY BY SUPPORT LOCAL TERRORIST#TPLF #TPLFisaTerroristGroup… https://t.co/QCKqZxfsaV,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:23:02 +0000 2021,itsMekdi,no coordinates,@hanhanani7 Yours 😍😍,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:24:10 +0000 2021,AbdifatahSidci,no coordinates,Desert Locust situation updatehttps://t.co/IUG9X6c1Ji,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:25:50 +0000 2021,MOESTACKS300,no coordinates,On my momma niggas here is so tribalistic like they always asking whats your tribe like you gotta throw your set up… https://t.co/L1qgW34LPW,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:26:53 +0000 2021,YekoyesewB,no coordinates,@tweetofmicky Get strong bro.,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:29:13 +0000 2021,Ashenaf23360012,no coordinates,Amhara region chief openly called for #Genocide on the people of #Tigray. The world has been warned! @StateDept… https://t.co/3NXFEQPKmT,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:31:13 +0000 2021,alemu_markos,no coordinates,@POTUS Regrettable that all 💯 Ethiopians gave their votes to you. Trump was anti-terrorist TPLF as evidenced by his… https://t.co/qLsKg4qx4L,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:32:18 +0000 2021,SaddikSh,no coordinates,Photos of the Internally Displaced Afar Pastoralists by #TPLF militia!!@CNN @BBCWorld @fanatelevision @ebczena… https://t.co/RoFKcoH0cA,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:33:34 +0000 2021,alemu_markos,no coordinates,@DerejeGerefa ባለቤትነቱ የማን ነው?,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:34:22 +0000 2021,CheMan86611300,no coordinates,@RArarssa The son of Ararssa do something. Period,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:34:53 +0000 2021,Ygbl3,no coordinates,I cant believe they got my brothers wedding on my birthday😐 why monkeys aint think abt me,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:35:43 +0000 2021,Kidist53850852,no coordinates,https://t.co/peHwfvssb6,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:35:52 +0000 2021,Mankira_Picture,no coordinates,@yefelekebay @usabasketball I was setting an example enji English national team is lela alem lay,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:37:52 +0000 2021,Kidist53850852,no coordinates,https://t.co/d0UkiHPR7F,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:39:03 +0000 2021,absera_mn,no coordinates,Where’re my Kerala peeps? https://t.co/qILWE5JJ9T,Addis Ababa Bole International Airport,[[[38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055]]]
Sun Jul 25 16:39:42 +0000 2021,Sami_nat,no coordinates,May all enemy who dared to put their hands on #Ethiopia be destroyed.#HandsOffEthiopia,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:40:18 +0000 2021,alemu_markos,no coordinates,@Gfasil @HouseForeign @StateDeputySpox @StateDeptSpox @USAmbUN @EUinEthiopia @JeffPrescott46 የለም! በቃን! ህወሃት ደንቆሮ ነው? https://t.co/iLHWq9KyWy,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:41:50 +0000 2021,seyoum_teshome,no coordinates,#Tplfisterroristgroup The fighting in #Raya &amp; #Afar is primarily to block the #aid_delivery to Tigray. Their aim is… https://t.co/VAlEsfmipn,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:41:51 +0000 2021,FarahNafis,no coordinates,https://t.co/b6yKceWljf,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:47:44 +0000 2021,Sami_nat,no coordinates,Children of Tigray are being abducted &amp; forced into TPLF Terrorists militia. Subjected to brutal coercion. Sexually… https://t.co/rw4Al1tdG6,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:49:44 +0000 2021,AsefaHailat,no coordinates,ጉም .... አዲስ አበባ😍😍,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:51:22 +0000 2021,GetnetAddisu2,no coordinates,10000+ Amharas have been displaced from  #Alamata and #Korem to escape reprisal killings by #TPLFisaTerroristGroup… https://t.co/iJI2OYyLZX,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:52:15 +0000 2021,GetnetAddisu2,no coordinates,#TPLFisaTerroristGroup is sending waves of women children &amp; elderly to re-annex lands of #Welkait &amp; #Raya. #TPLF i… https://t.co/01cgNsErcf,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:52:21 +0000 2021,HilenaTafesse,no coordinates,ነገ የገብርኤል ንግስ ድግስ  የሚጠራኝ? 🙇‍♀️🙌,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:52:59 +0000 2021,Ashenaf23360012,no coordinates,"Genocidal Statements Amhara Pres @AgegnehuT on Tv today ""This people (Tigrayans) are an enemy to  all Ethiopian… https://t.co/EsibK1cjPk",Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:54:09 +0000 2021,GetnetAddisu2,no coordinates,https://t.co/WOBeoqjxAe,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:55:47 +0000 2021,GetnetAddisu2,no coordinates,#TPLF poses a threat all over Ethiopia. It invaded the people of Afar and Amhara and opened indiscriminate attack… https://t.co/R7cptMLxjb,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:56:12 +0000 2021,AbebeD4,no coordinates,https://t.co/K8wh7XRLBt,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:57:41 +0000 2021,Sami_nat,no coordinates,Children should be in school NOT on the battlefield. #TPLFisaTerroristGroup #ChildrenNotSoldiers #eth @UN @UN_HRC… https://t.co/OWFxTgVhYH,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:58:40 +0000 2021,GetnetAddisu2,no coordinates,#TPLFisaTerroristGroup #TPLFisaTerroristGroup#TPLFisaTerroristGroup#TPLFisaTerroristGroup#TPLFisaTerroristGroup… https://t.co/3R3Xgu25aM,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:59:06 +0000 2021,Dawit7411,no coordinates,የምሽት ጉም ፣ ረጅም ዎክ ያስመኛል https://t.co/tnhmxkPGSv,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:59:25 +0000 2021,GetnetAddisu2,no coordinates,https://t.co/sRBPVAjZHk,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:59:39 +0000 2021,paziont,no coordinates,Each meaningful jump requires different set of mental model!#Wisdom,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:00:50 +0000 2021,alemu_markos,no coordinates,@martinplaut No one is authorized to dictate how and when we resume negotiation. The @UN has already advised it has… https://t.co/0Qt01GVri5,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:02:13 +0000 2021,alemu_markos,no coordinates,@martinplaut No one is authorized to dictate how and when we resume negotiation. The @UN has already advised it has… https://t.co/CtTHmGx0dv,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:03:02 +0000 2021,Sami_nat,no coordinates,Children of Tigray are not morally responsible &amp; legally capable to engage in active combat on behalf of TPLF Terro… https://t.co/vXavwOZbft,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:04:46 +0000 2021,asegid_teferi,no coordinates,https://t.co/qzV0A7EYi1,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:04:55 +0000 2021,EsubalewNiguss2,no coordinates,From Ethiopian's European leaders💯 https://t.co/sEqCCgwA5X,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:05:17 +0000 2021,asegid_teferi,no coordinates,https://t.co/kTHwAWPCaO,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:05:42 +0000 2021,alemu_markos,no coordinates,@ma_h_der @Gfasil Very excellent observation!,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:06:36 +0000 2021,AsefaHailat,no coordinates,@KassahunKidi እሺ ..... 😍,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:06:49 +0000 2021,ethiopia_planet,no coordinates,https://t.co/KoMR1a9hSv,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:07:11 +0000 2021,NaTofek,no coordinates,The issue of #Wolkait &amp; #Raya Alamata is not territorial dispute. It is a demand for restitution &amp; the right to lif… https://t.co/t3JGHU18C5,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:07:28 +0000 2021,brhanuTekleyar4,no coordinates,https://t.co/vdnzJUyfCb,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:07:32 +0000 2021,Sami_nat,no coordinates,The international community should support the Ethiopia government effort to prevent child recruitment by TPLF Terr… https://t.co/RpBTwci5QR,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:07:36 +0000 2021,NaTofek,no coordinates,#USA is supporting war &amp; terror in Ethiopia. Through relentless propaganda &amp; diplomatic pressure @POTUS has forced… https://t.co/In4o8SlRil,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:07:40 +0000 2021,BirhanuSimache1,no coordinates,America you are fighting the terrorist group alshebab and ISISbut you are in favour of the terrorist #TPLF https://t.co/pcewrNlkV6,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:08:22 +0000 2021,ethiopia_planet,no coordinates,Check out BUSINESS PLANET INTERNTIONAL👍: https://t.co/dZuJmGnYtj https://t.co/v5fgSGpWOs,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:08:35 +0000 2021,ethiopia_planet,no coordinates,https://t.co/6xrOju9BZY,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:08:41 +0000 2021,BirhanuSimache1,no coordinates,https://t.co/PElZaIT2JP,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:08:43 +0000 2021,ethiopia_planet,no coordinates,https://t.co/GRhbMsliKV,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:08:52 +0000 2021,ethiopia_planet,no coordinates,https://t.co/XEbYHMwln0,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:09:02 +0000 2021,ethiopia_planet,no coordinates,https://t.co/hsMRXl9IyO,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:09:10 +0000 2021,ethiopia_planet,no coordinates,https://t.co/yRwsYwrAr7,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:11:10 +0000 2021,brhanuTekleyar4,no coordinates,TPLF started z war by attacking fed gov forces in Tigray. It used irregular army called #Samri 2 commit… https://t.co/RqcIR4XUGQ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:11:30 +0000 2021,Sami_nat,no coordinates,The global silence against recruitment of Children of Tigray into TPLF Terrorists militia is deafening and moral hy… https://t.co/fH6saDI2GY,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:12:40 +0000 2021,AnisaHabib5,no coordinates,@NatnaelMekonne7 ምን ነው ምን ሰማህ ተንፍስ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:13:19 +0000 2021,Muluken96755492,no coordinates,https://t.co/7ISU4DpRLU,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:13:29 +0000 2021,Abdizz23,no coordinates,Don't trusted anyone. Cause people have two faces.😔,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:14:39 +0000 2021,Hiwot_abel,no coordinates,The global silence against recruitment of Children of Tigray into TPLF Terrorists militia is deafening and moral hy… https://t.co/RW5sO4RXIN,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:15:12 +0000 2021,AlemayehuBahiru,no coordinates,The issue of #Wolkait &amp; #Raya Alamata is not territorial dispute. It is a demand for restitution &amp; the right to lif… https://t.co/p7MoRUfLh4,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:15:23 +0000 2021,Yohannes7055,no coordinates,Sending children to the battlefield instead of school is a despicable act. The international community should conde… https://t.co/RqESDOPUaF,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:16:36 +0000 2021,Hiwot_abel,no coordinates,TPLF Terrorists abducting Children of Tigray to fight suffer &amp; die in adult-inspired reckless conflict.… https://t.co/7zqlrWx89X,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:16:50 +0000 2021,yareddoe,no coordinates,@anewarr99 @Matiwapson Endwe kale tekekle nw ynsu mn dena alna😁,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:19:28 +0000 2021,brolove1,no coordinates,Sending children to the battlefield instead of school is a despicable act.The international community should condem… https://t.co/3fXshOykoM,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:20:52 +0000 2021,AlemayehuBahiru,no coordinates,#USA is supporting war &amp; terror in Ethiopia. Through relentless propaganda &amp; diplomatic pressure @POTUS has forced… https://t.co/VevbJeUlWQ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:22:11 +0000 2021,Aladin32891606,no coordinates,While incriminating #EthiopianGovt for every problem under the sun and moving the gold post every 15 minutes human… https://t.co/HbUD7hTN8I,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:22:34 +0000 2021,asmamawahmed,no coordinates,TPLF using #chiled soldiers #Act to protect #ChildrenNotsSoldiers!!! https://t.co/PHnfmTVLRy,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:25:05 +0000 2021,AlemayehuBahiru,no coordinates,TPLF started z war by attacking fed gov forces in Tigray &amp; Gonder. Back then it used an irregular army called… https://t.co/8EKf4ClTkC,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:25:18 +0000 2021,Muluken96755492,no coordinates,The international community should support the Ethiopian government effort to prevent child recruitment by TPLF ter… https://t.co/OY8plckZcF,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 17:28:08 +0000 2021,MuleEyob,no coordinates,Sending children to the battlefield instead of school is a despicable act. The international community should conde… https://t.co/HJOBgPkwB3,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
